10,1019,1000,1360,19,10,31
20,1019,1000,1360,25,13,41
30,1019,1000,1360,31,17,51
40,1019,1000,1360,37,20,61
51,1019,1000,1360,43,23,71
61,1019,1000,1360,50,27,81
71,1019,1000,1360,56,30,91
81,1019,1000,1360,62,33,101
91,1019,1000,1360,69,37,111
102,1019,1000,1360,75,40,121
112,1019,1000,1360,81,43,131
122,1019,1000,1360,87,47,141
132,1019,1000,1360,93,50,151
142,1019,1000,1360,99,53,161
153,1019,1000,1360,106,57,171
